web-scraper-order,web-scraper-start-url,titre_annonce,prix,commune,date,code_postal,surface_all,nb_pièces,détail,prix_m2
1613500853-55129,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=13,Appartement 4 pièces 87 m²,989,Dunkerque ,"16 fév, 08:28",59140,87,4,Appartement,11.367816091954023
1613500641-53234,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=69,Appartement 2 pièces 45 m²,440,Bergues ,"10 fév, 11:50",59380,45,2,Appartement,9.777777777777779
1613500629-53048,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=74,Appartement 2 pièces 37 m²,466,Valenciennes ,"09 fév, 22:35",59300,37,2,Appartement,12.594594594594595
1613500698-54047,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=46,Appartement 2 pièces 43 m²,629,Wasquehal ,"12 fév, 18:31",59290,43,2,Appartement,14.627906976744185
1613500693-53967,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=48,Appartement 3 pièces 64 m²,650,Cambrai ,"12 fév, 16:51",59400,64,3,Appartement,10.15625
1613500678-53742,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=54,Appartement 2 pièces 58 m²,825,Lille ,"12 fév, 10:08",59000,58,2,Appartement,14.224137931034482
1613500698-54044,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=46,Appartement 2 pièces 41 m²,553,Pérenchies ,"12 fév, 18:34",59840,41,2,Appartement,13.487804878048781
1613500646-53304,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=67,Appartement 2 pièces 40 m²,400,,"10 fév, 16:17",59240,40,2,Appartement,10
1613500700-54083,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,Studio 1 pièce 24 m²,531,Lille ,"12 fév, 20:57",59000,24,1,Appartement,22.125
1613500661-53507,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=61,Appartement 2 pièces 37 m²,469,Tourcoing ,"11 fév, 11:43",59200,37,2,Appartement,12.675675675675675
1613500572-52389,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=93,Très bel appartement T3 59m2,526,Louvroil ,"06 fév, 20:50",59720,59,3,Appartement,8.915254237288135
1613500848-55044,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=15,Particulier loue studio meublé 22 m²,460,Lille  Hellemmes-Lille,"15 fév, 22:38",59260,22,1,Appartement,20.90909090909091
1613500629-53051,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=74,Loue Studio 22 m2,480,Marcq-en-Baroeul ,"09 fév, 22:14",59700,22,1,Appartement,21.818181818181817
1613500636-53146,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=71,Duplex 5 pièces 106 m²,1000,Malo les Bains ,"10 fév, 10:26",59240,106,5,,9.433962264150944
1613500658-53475,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=62,Appartement 3 pièces 67 m²,890,Marcq-en-Baroeul ,"11 fév, 10:13",59700,67,3,Appartement,13.283582089552239
1613500713-54245,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Appartement 1 pièce 33 m²,447,,"13 fév, 14:25",59160,33,,Appartement,13.545454545454545
1613500606-52755,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=83,Studio Meublé 25m² - Fac de Droit - Mines DOUAI,460,Douai ,"08 fév, 19:12",59500,25,1,Appartement,18.4
1613500705-54123,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=43,App onnaing f3 rue de la gare39m2,395,Onnaing ,"13 fév, 10:42",59264,39,3,,10.128205128205128
1613500825-54722,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Appartement 2 pièces 44 m²,430,Avesnes-sur-Helpe ,"15 fév, 11:36",59440,44,2,Appartement,9.772727272727273
1613500658-53481,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=62,Appartement 2 pièces 38 m²,450,Loos ,"11 fév, 10:00",59120,38,2,Appartement,11.842105263157896
1613500656-53451,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=63,Studio 1 pièce 18 m²,385,Lille ,"11 fév, 08:26",59800,18,1,Appartement,21.38888888888889
1613500713-54248,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Appartement 1 pièce 26 m²,615,Lille ,"13 fév, 14:25",59800,26,,Appartement,23.653846153846153
1613500725-54409,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=35,Studio 15 m2 Roubaix - Place de la Fraternité -,330,Roubaix ,"14 fév, 11:48",59100,15,1,Appartement,22
1613500641-53225,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=69,Appartement 3 pièces 65 m²,600,Bourbourg ,"10 fév, 11:50",59630,65,3,Appartement,9.23076923076923
1613500562-52235,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=97,Appartement 2 pièces 44 m²,670,Lambersart ,"06 fév, 07:21",59130,44,2,Appartement,15.227272727272727
1613500555-52145,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=100,Appartement 3 pièces 53 m²,750,Lille ,"05 fév, 15:18",59000,53,3,Appartement,14.150943396226415
1613500611-52793,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Duplex 3 pièces 54 m²,832,Lambersart ,"09 fév, 08:57",59130,54,3,,15.407407407407407
1613500559-52211,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=98,Appartement 2 pièces 38 m²,780,Lille ,"05 fév, 19:40",59000,38,2,Appartement,20.526315789473685
1613500614-52839,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=80,Maison 6 pièces 179 m²,1500,Faches-Thumesnil ,"09 fév, 09:49",59155,179,6,Maison,8.379888268156424
1613500631-53075,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Appartement 4 pièces 89 m²,864,La Madeleine ,"10 fév, 08:36",59110,89,4,Appartement,9.707865168539326
1613500653-53404,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=64,Appartement 5 pièces 65 m²,600,Gravelines ,"11 fév, 05:57",59820,65,5,Appartement,9.23076923076923
1613500641-53238,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=69,Appartement 2 pièces 40 m²,340,Bourbourg ,"10 fév, 11:50",59630,40,2,Appartement,8.5
1613500569-52354,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=94,Appartement 2 pièces 35 m²,435,Caudry ,"06 fév, 16:22",59540,35,2,Appartement,12.428571428571429
1613500591-52684,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=85,Appartement 2 pièces 48 m²,694,,"08 fév, 14:18",59160,48,2,Appartement,14.458333333333334
1613500582-52518,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=89,Maison 3 pièces 70 m²,1090,Marcq-en-Baroeul ,"08 fév, 07:16",59700,70,3,Maison,15.571428571428571
1613500567-52318,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=95,"Lille appartement,29 m², métro à proximité",455,Lille ,"06 fév, 11:52",59000,29,,Appartement,15.689655172413794
1613500663-53558,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=60,Studio 1 pièce 33 m²,450,Faches-Thumesnil ,"11 fév, 12:54",59155,33,1,Appartement,13.636363636363637
1613500665-53566,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=59,Appartement 2 pièces 40 m²,770,Lille ,"11 fév, 16:39",59000,40,2,Appartement,19.25
1613500707-54190,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=42,Appartement 3 pièces 85 m²,680,Cassel ,"13 fév, 10:52",59670,85,3,Appartement,8
1613500828-54764,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=23,Logement 44m² +balcon 7M²,630,Capinghem ,"15 fév, 12:24",59160,44,,,14.318181818181818
1613500825-54736,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Duplex/Triplex 2 pièces 63 m²,720,Verlinghem ,"15 fév, 11:15",59237,63,2,Appartement,11.428571428571429
1613500740-54644,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=29,Maison 4 pièces 77 m²,675,Awoingt ,"15 fév, 01:40",59400,77,4,Maison,8.766233766233766
1613500619-52920,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=78,Appartement 2 pièces 42 m²,520,Hazebrouck ,"09 fév, 11:45",59190,42,2,Appartement,12.380952380952381
1613500619-52907,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=78,Maison 2 pièces 62 m²,460,Caudry ,"09 fév, 12:11",59540,62,2,Maison,7.419354838709677
1613500609-52768,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Appartement 2 pièces 35 m²,472,Valenciennes ,"09 fév, 01:24",59300,35,2,Appartement,13.485714285714286
1613500621-52947,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=77,Appartement 4 pièces 80 m²,625,Condé-sur-l'Escaut ,"09 fév, 14:51",59163,80,4,Appartement,7.8125
1613500821-54706,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=25,Appartement 2 pièces 56 m²,823,Lille ,"15 fév, 10:53",59000,56,2,Appartement,14.696428571428571
1613500833-54845,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=21,Appartement 2 pièces 45 m2,670,Lambersart ,"15 fév, 14:29",59130,45,2,Appartement,14.88888888888889
1613500569-52352,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=94,Appartement meublé centre ville 59300 65 m2,650,Valenciennes ,"06 fév, 16:29",59300,65,,Appartement,10
1613500591-52683,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=85,Appartement 3 pièces 50 m²,535,Abscon ,"08 fév, 14:18",59215,50,3,Appartement,10.7
1613500584-52568,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=88,Studio 1 pièce 18 m²,455,Lille ,"08 fév, 09:12",59000,18,1,Appartement,25.27777777777778
1613500606-52739,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=83,Appartement 1 pièce 10 m²,391,Roubaix ,"08 fév, 20:32",59100,10,,Appartement,39.1
1613500882-55504,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=2,Appartement 4 pièces 95 m²,1200,Wasquehal ,"16 fév, 18:10",59290,95,4,Appartement,12.631578947368421
1613500555-52157,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=100,Appartement 3 pièces 77 m²,1245,Lille ,"05 fév, 14:16",59000,77,3,Appartement,16.16883116883117
1613500713-54249,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Appartement 3 pièces 60 m²,895,Lille ,"13 fév, 14:25",59000,60,3,Appartement,14.916666666666666
1613500840-54956,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=18,Appartement 2 pièces 50 m²,728,Lille ,"15 fév, 17:01",59800,50,2,Appartement,14.56
1613500562-52242,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=97,Location studio 35m2 LOOS,600,Loos ,"06 fév, 06:33",59120,35,1,Appartement,17.142857142857142
1613500631-53088,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Appartement 2 pièces 52 m²,598,Lille ,"10 fév, 07:44",59000,52,2,Appartement,11.5
1613500559-52198,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=98,Appartement 2 pièces 35 m²,639,Lille ,"05 fév, 21:38",59000,35,2,Appartement,18.257142857142856
1613500676-53703,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=55,Appartement 1 pièce 21 m²,950,Euralille ,"12 fév, 08:23",59777,21,,Appartement,45.23809523809524
1613500676-53711,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=55,Studio 1 pièce 22 m²,560,Lille ,"12 fév, 08:02",59000,22,1,Appartement,25.454545454545453
1613500586-52585,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=87,Appartement 2 pièces 25 m²,380,Hautmont ,"08 fév, 11:59",59330,25,2,Appartement,15.2
1613500688-53876,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Appartement 2 pièces 30 m²,800,Lille ,"12 fév, 15:34",59800,30,2,Appartement,26.666666666666668
1613500619-52928,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=78,Appartement 2 pièces 28 m²,360,Cambrai ,"09 fév, 11:27",59400,28,2,Appartement,12.857142857142858
1613500850-55099,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=14,Studio 1 pièce 22 m²,449,Roubaix ,"16 fév, 00:33",59100,22,1,Appartement,20.40909090909091
1613500876-55448,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=4,Appartement 2 pièces 67 m²,1200,Villeneuve-d'Ascq ,"16 fév, 16:29",59650,67,2,Appartement,17.91044776119403
1613500577-52462,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=91,"T1 meublé 27m² rue Ratisbonne, Lille",585,Lille ,"07 fév, 14:10",59000,27,1,Appartement,21.666666666666668
1613500720-54349,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=37,Duplex 3 pièces 66 m²,550,Tourcoing ,"13 fév, 21:18",59200,66,3,,8.333333333333334
1613500723-54399,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=36,Studio 1 pièce 45 m²,515,Valenciennes ,"14 fév, 06:14",59300,45,1,Appartement,11.444444444444445
1613500713-54254,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Studio 1 pièce 20 m²,480,Lille ,"13 fév, 14:25",59000,20,1,Appartement,24
1613500853-55125,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=13,Chambre 5 pièces 105 m²,590,Lille ,"16 fév, 08:36",59000,105,5,,5.619047619047619
1613500589-52644,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=86,Studio 1 pièce 21 m²,430,Lille ,"08 fév, 12:33",59000,21,1,Appartement,20.476190476190474
1613500695-54000,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=47,Appartement 2 pièces 26 m²,540,Lille ,"12 fév, 17:33",59000,26,2,Appartement,20.76923076923077
1613500631-53079,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Appartement 2 pièces 47 m²,595,Frelinghien ,"10 fév, 08:19",59236,47,2,Appartement,12.659574468085106
1613500740-54645,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=29,Loft 3 pièces 71 m²,894,Hellemmes-Lille ,"15 fév, 01:31",59260,71,3,,12.591549295774648
1613500564-52290,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=96,Appartement 2 pièces 55 m²,555,Raismes ,"06 fév, 07:56",59590,55,2,Appartement,10.090909090909092
1613500866-55285,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=8,Studio 1 pièce 25 m²,400,Cambrai ,"16 fév, 13:08",59400,25,1,Appartement,16
1613500860-55223,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=10,Appartement 2 pièces 33 m²,460,Faches-Thumesnil ,"16 fév, 11:15",59155,33,2,Appartement,13.93939393939394
1613500853-55121,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=13,Appartement 2 pièces 49 m²,496,Anzin ,"16 fév, 08:44",59410,49,2,Appartement,10.122448979591837
1613500700-54073,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,Appartement 1 pièce 42 m²,617,Lille ,"12 fév, 21:32",59000,42,,Appartement,14.69047619047619
1613500586-52593,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=87,Appartement 3 pièces 86 m²,1154,Lille ,"08 fév, 11:51",59000,86,3,Appartement,13.418604651162791
1613500698-54019,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=46,Appartement 3 pièces 83 m²,950,Dunkerque ,"12 fév, 20:16",59240,83,3,Appartement,11.44578313253012
1613500850-55075,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=14,Chambre 4 pièces 65 m²,455,Lille ,"16 fév, 07:44",59800,65,4,,7
1613500858-55182,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=11,T2 50 m2 Lille Fives proche Lille 3 Lille 1,650,Lille  Fives,"16 fév, 10:57",59800,50,2,Appartement,13
1613500860-55218,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=10,Appartement 2 pièces 45 m²,650,Lille ,"16 fév, 11:15",59000,45,2,Appartement,14.444444444444445
1613500621-52955,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=77,Appartement 2 pièces 42 m²,640,Loos ,"09 fév, 14:14",59120,42,2,Appartement,15.238095238095237
1613500589-52620,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=86,Studio 1 pièce 18 m²,660,Lille ,"08 fév, 13:51",59000,18,1,Appartement,36.666666666666664
1613500665-53594,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=59,Maison 2 pièces 30 m²,530,Gravelines ,"11 fév, 15:03",59820,30,2,Maison,17.666666666666668
1613500661-53505,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=61,Appartement 3 pièces 68 m²,745,Bailleul ,"11 fév, 11:51",59270,68,3,Appartement,10.955882352941176
