web-scraper-order,web-scraper-start-url,titre_annonce,prix,nom-commune,code_postal,date_publication,Type,surface_all,nb_pièces,détail,Jardin,état,garage,cave_sous_sol,prix_m2
1613469055-49554,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=73,Maison 6 pièces 103 m²,316900,Ennevelin ,59710,"08 fév, 16:25",Maison,103,6,,,,,,3076.6990291262136
1613469089-49984,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=61,Pavillon 6 pièces 102 m²,315000,Meurchin ,62410,"10 fév, 11:41",Maison,102,6,Maison individuelle,,,,,3088.235294117647
1613468492-48544,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=2,Pavillon 6 pièces 145 m²,449400,Mons-en-Pévèle ,59246,"Aujourd'hui, 01:16",Maison,145,6,Maison individuelle,,,,,3099.310344827586
1613469071-49740,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison de ville 4 pièces 103 m²,319700,La Madeleine ,59110,"09 fév, 11:57",Maison,103,4,Maison de ville,,,,,3103.883495145631
1613468488-48480,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=4,Maison de ville 4 pièces 103 m²,319700,La Madeleine ,59110,"15 fév, 17:41",Maison,103,4,Maison de ville,,,,,3103.883495145631
1613468422-47456,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=33,Maison 4 pièces 103 m²,320000,Mérignies ,59710,"13 fév, 11:16",Maison,103,4,,,,,,3106.7961165048546
1613468463-48066,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=15,Maison 4 pièces 103 m²,320000,Mérignies ,59710,"15 fév, 09:37",Maison,103,4,,,,,,3106.7961165048546
1613469002-48966,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=90,Maison 5 pièces 140 m²,435000,Faumont ,59310,"04 fév, 14:57",Maison,140,5,,,,,,3107.1428571428573
1613468990-48774,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=95,Maison 6 pièces 143 m²,445000,Bauvin ,59221,"03 fév, 12:31",Maison,143,6,,,,,,3111.888111888112
1613469115-50310,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=51,Maison 4 pièces 130 m²,405000,Hellemmes-Lille ,59260,"11 fév, 15:19",Maison,130,4,,,,,,3115.3846153846152
1613469000-48920,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=91,Maison 4 pièces 120 m²,375000,Gondecourt ,59147,"04 fév, 12:38",Maison,120,4,,,,,,3125
1613468452-47897,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 8 pièces 240 m²,750000,Verlinghem ,59237,"14 fév, 15:02",Maison,240,8,,,,,,3125
1613468465-48103,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=14,Maison 10 pièces 270 m²,845000,Templeuve ,59242,"15 fév, 09:57",Maison,270,10,,,,,,3129.6296296296296
1613468458-48028,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=17,Maison 5 pièces 107 m²,335000,Marcq-en-Baroeul ,59700,"15 fév, 07:19",Maison,107,5,,,,,,3130.841121495327
1613469112-50296,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 6 pièces 169 m²,530000,Phalempin ,59133,"11 fév, 13:17",Maison,169,6,,,,,,3136.094674556213
1613468411-47281,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=38,Maison 7 pièces 191 m²,599000,Bondues ,59910,"12 fév, 19:24",Maison,191,7,,,,,,3136.1256544502617
1613468411-47282,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=38,Maison 7 pièces 191 m²,599000,Linselles ,59126,"12 fév, 19:24",Maison,191,7,,,,,,3136.1256544502617
1613468980-48659,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=99,Maison 7 pièces 110 m²,345000,Flines-lez-Raches ,59148,"02 fév, 11:18",Maison,110,7,,,,,,3136.3636363636365
1613468985-48702,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=97,Maison 6 pièces 126 m²,395900,Sainghin-en-Mélantois ,59262,"03 fév, 04:09",Maison,126,6,,,,,,3142.063492063492
1613469017-49128,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Maison 3 pièces 112 m²,352000,Tourcoing ,59200,"05 fév, 18:06",Maison,112,3,,,,,,3142.8571428571427
1613468988-48747,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=96,Maison 7 pièces 300 m²,945000,Roncq ,59223,"03 fév, 09:44",Maison,300,7,,,,,,3150
1613468476-48287,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=9,Maison 6 pièces 152 m²,479000,Marquillies ,59274,"15 fév, 13:11",Maison,152,6,,,,,,3151.315789473684
1613469027-49261,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=81,Maison 6 pièces 183 m²,577500,Lambersart ,59130,"06 fév, 17:01",Maison,183,6,,,,,,3155.7377049180327
1613469117-50357,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 5 pièces 146 m²,462000,Leers ,59115,"11 fév, 16:04",Maison,146,5,,,,,,3164.3835616438355
1613468382-46854,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 5 pièces 146 m²,462000,Leers ,59115,"11 fév, 16:04",Maison,146,5,,,,,,3164.3835616438355
1613468454-47959,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=19,Maison 5 pièces 146 m²,462000,Leers ,59115,"14 fév, 15:07",Maison,146,5,,,,,,3164.3835616438355
1613468452-47917,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 5 pièces 192 m²,609000,Lille ,59800,"14 fév, 14:32",Maison,192,5,,,,,,3171.875
1613469048-49442,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=76,Maison 6 pièces 103 m²,327900,Orchies ,59310,"08 fév, 11:04",Maison,103,6,,,,,,3183.4951456310678
1613468447-47842,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=22,Propriété 6 pièces 500 m²,1596500,Herlies ,59134,"14 fév, 13:02",Maison,500,6,,,,,,3193
1613468414-47310,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=37,Maison 6 pièces 170 m²,543000,Villeneuve-d'Ascq ,59491,"13 fév, 06:45",Maison,170,6,,,,,,3194.1176470588234
1613468418-47368,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=35,Ferme 6 pièces 230 m²,735000,Houplin-Ancoisne ,59263,"13 fév, 10:26",Maison,230,6,,,,,,3195.6521739130435
1613468450-47866,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=21,Maison 6 pièces 290 m²,927000,Lezennes ,59260,"14 fév, 14:07",Maison,290,6,,,,,,3196.551724137931
1613468978-48604,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=100,Maison 6 pièces 150 m²,480000,Lille ,59000,"02 fév, 10:09",Maison,150,6,,,,,,3200
1613468425-47496,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=32,Maison 6 pièces 100 m²,320250,Hellemmes-Lille ,59260,"13 fév, 12:01",Maison,100,6,,,,,,3202.5
1613469104-50167,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=55,Villa 11 pièces 180 m²,577500,Sainghin-en-Weppes ,59184,"11 fév, 10:20",Maison,180,,Villa,,,,,3208.3333333333335
1613469030-49293,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=80,Maison 11 pièces 180 m²,577500,Lille ,59000,"07 fév, 08:19",Maison,180,,,,,,,3208.3333333333335
1613469099-50100,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=57,Maison 8 pièces 152 m²,488250,Marcq-en-Baroeul ,59700,"11 fév, 00:07",Maison,152,8,,,,,,3212.1710526315787
1613469040-49406,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison 6 pièces 126 m²,404900,Templeuve ,59242,"08 fév, 08:57",Maison,126,6,,,,,,3213.4920634920636
1613468443-47773,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=24,Villa 6 pièces 185 m²,595000,Ennetières-en-Weppes ,59320,"14 fév, 11:42",Maison,185,6,Villa,,,,,3216.2162162162163
1613468488-48458,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=4,Maison 4 pièces 100 m²,322300,Marcq-en-Baroeul ,59700,"15 fév, 18:31",Maison,100,4,,,,,,3223
1613468488-48470,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=4,Maison 5 pièces 130 m²,419000,Linselles ,59126,"15 fév, 18:00",Maison,130,5,,,,,,3223.076923076923
1613469101-50151,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=56,Maison 5 pièces 142 m²,459381,Cysoing ,59830,"11 fév, 08:06",Maison,142,5,,,,,,3235.0774647887324
1613468436-47677,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=27,Maison 6 pièces 170 m²,550000,Camphin-en-Pévèle ,59780,"13 fév, 19:25",Maison,170,6,,,,,,3235.294117647059
1613468472-48208,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 5 pièces 162 m²,525000,Roubaix ,59100,"15 fév, 11:43",Maison,162,5,,,,,,3240.740740740741
1613468407-47224,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=40,Maison 6 pièces 110 m²,357000,Lambersart ,59130,"12 fév, 16:16",Maison,110,6,,,,,,3245.4545454545455
1613468476-48288,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=9,Maison 5 pièces 100 m²,325000,Villeneuve-d'Ascq ,59650,"15 fév, 13:09",Maison,100,5,,,,,,3250
1613469060-49627,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=71,Maison 6 pièces 200 m²,650000,Wattignies ,59139,"09 fév, 04:29",Maison,200,6,,,,,,3250
1613468454-47932,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=19,Longère 5 pièces 238 m²,775000,Quesnoy-sur-Deûle ,59890,"14 fév, 19:01",Maison,238,5,,,,,,3256.3025210084033
1613469040-49419,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison 6 pièces 138 m²,449900,Lomme ,59160,"08 fév, 08:05",Maison,138,6,,,,,,3260.144927536232
1613469079-49817,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=65,Maison 4 pièces 115 m²,375000,Péronne-en-Mélantois ,59273,"10 fév, 01:30",Maison,115,4,,,,,,3260.8695652173915
1613469117-50371,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 5 pièces 113 m²,369000,Annoeullin ,59112,"11 fév, 15:37",Maison,113,5,,,,,,3265.4867256637167
1613468382-46868,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 5 pièces 113 m²,369000,Annoeullin ,59112,"11 fév, 15:37",Maison,113,5,,,,,,3265.4867256637167
1613468461-48034,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=16,Maison 5 pièces 110 m²,360000,Cysoing ,59830,"15 fév, 08:59",Maison,110,5,,,,,,3272.7272727272725
1613469071-49717,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 10 pièces 290 m²,950000,Templeuve ,59242,"09 fév, 13:48",Maison,290,10,,,,,,3275.862068965517
1613468411-47283,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=38,Maison 7 pièces 204 m²,669000,Roncq ,59223,"12 fév, 19:24",Maison,204,7,,,,,,3279.4117647058824
1613468990-48771,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=95,Maison 7 pièces 189 m²,620000,Genech ,59242,"03 fév, 12:55",Maison,189,7,,,,,,3280.4232804232806
1613468474-48253,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison 4 pièces 140 m²,460000,Warneton ,59560,"15 fév, 12:09",Maison,140,4,,,,,,3285.714285714286
1613468454-47957,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=19,Maison 6 pièces 126 m²,415000,Leers ,59115,"14 fév, 15:12",Maison,126,6,,,,,,3293.6507936507937
1613468402-47151,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=42,Maison 5 pièces 180 m²,595000,Fleurbaix ,62840,"12 fév, 13:50",Maison,180,5,,,,,,3305.5555555555557
1613469040-49416,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison 6 pièces 115 m²,380900,Genech ,59242,"08 fév, 08:08",Maison,115,6,,,,,,3312.1739130434785
1613469094-50035,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=59,Pavillon 4 pièces 149 m²,495000,Hem ,59510,"10 fév, 15:50",Maison,149,4,Maison individuelle,,,,,3322.1476510067114
1613469071-49737,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 7 pièces 210 m²,699000,Loos ,59120,"09 fév, 12:03",Maison,210,7,,,,,,3328.5714285714284
1613469040-49412,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison 5 pièces 105 m²,350000,Houplines ,59116,"08 fév, 08:23",Maison,105,5,,,,,,3333.3333333333335
1613468467-48136,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=13,Maison 6 pièces 150 m²,500000,Lomme ,59160,"15 fév, 10:27",Maison,150,6,,,,,,3333.3333333333335
1613469060-49623,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=71,Maison 17 pièces 250 m²,836000,Templemars ,59175,"09 fév, 05:12",Maison,250,7,,,,,,3344
1613469015-49086,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=86,Maison 4 pièces 113 m²,380000,Croix ,59170,"05 fév, 16:05",Maison,113,4,,,,,,3362.83185840708
1613468394-47034,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=45,Maison 6 pièces 110 m²,370000,Lille ,59000,"12 fév, 10:30",Maison,110,6,,,,,,3363.6363636363635
1613469050-49484,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=75,Maison 5 pièces 127 m²,430000,Phalempin ,59133,"08 fév, 12:06",Maison,127,5,,,,,,3385.8267716535433
1613468411-47280,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=38,Maison de ville 8 pièces 202 m²,684000,Lomme ,59160,"12 fév, 19:33",Maison,202,8,Maison de ville,,,,,3386.138613861386
1613469076-49783,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=66,Maison 8 pièces 240 m²,815000,Sainghin-en-Mélantois ,59262,"09 fév, 17:56",Maison,240,8,,,,,,3395.8333333333335
1613468452-47903,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 6 pièces 185 m²,630000,Lille ,59000,"14 fév, 14:57",Maison,185,6,,,,,,3405.4054054054054
1613468387-46928,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=48,Maison 8 pièces 241 m²,822000,Villeneuve-d'Ascq ,59650,"11 fév, 21:09",Maison,241,8,,,,,,3410.7883817427387
1613468387-46913,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=48,Maison 8 pièces 241 m²,822000,Sainghin-en-Mélantois ,59262,"12 fév, 04:42",Maison,241,8,,,,,,3410.7883817427387
